"initial_alias","converted_alias","name","description","namespace"
"GO:0019752","ENSMUSG00000021211","Akr1c12","aldo-keto reductase family 1, member C12 [Source:MGI Symbol;Acc:MGI:1351661]","GO"
"GO:0019752","ENSMUSG00000021213","Akr1c13","aldo-keto reductase family 1, member C13 [Source:MGI Symbol;Acc:MGI:1351662]","GO"
"GO:0019752","ENSMUSG00000021214","Akr1c18","aldo-keto reductase family 1, member C18 [Source:MGI Symbol;Acc:MGI:2145420]","GO"
"GO:0019752","ENSMUSG00000021226","Acot2","acyl-CoA thioesterase 2 [Source:MGI Symbol;Acc:MGI:2159605]","GO"
"GO:0019752","ENSMUSG00000021228","Acot3","acyl-CoA thioesterase 3 [Source:MGI Symbol;Acc:MGI:2159619]","GO"
"GO:0019752","ENSMUSG00000021236","Entpd5","ectonucleoside triphosphate diphosphohydrolase 5 [Source:MGI Symbol;Acc:MGI:1321385]","GO"
"GO:0019752","ENSMUSG00000021238","Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1 [Source:MGI Symbol;Acc:MGI:1915077]","GO"
"GO:0019752","ENSMUSG00000021255","Esrrb","estrogen related receptor, beta [Source:MGI Symbol;Acc:MGI:1346832]","GO"
"GO:0019752","ENSMUSG00000021266","Wars","tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630]","GO"
"GO:0019752","ENSMUSG00000021311","Mtr","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:MGI Symbol;Acc:MGI:894292]","GO"
"GO:0019752","ENSMUSG00000021322","Aoah","acyloxyacyl hydrolase [Source:MGI Symbol;Acc:MGI:1350928]","GO"
"GO:0019752","ENSMUSG00000021339","Mrs2","MRS2 magnesium transporter [Source:MGI Symbol;Acc:MGI:2685748]","GO"
"GO:0019752","ENSMUSG00000021364","Elovl2","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 [Source:MGI Symbol;Acc:MGI:1858960]","GO"
"GO:0019752","ENSMUSG00000021367","Edn1","endothelin 1 [Source:MGI Symbol;Acc:MGI:95283]","GO"
"GO:0019752","ENSMUSG00000021416","Eci3","enoyl-Coenzyme A delta isomerase 3 [Source:MGI Symbol;Acc:MGI:1916373]","GO"
"GO:0019752","ENSMUSG00000021417","Eci2","enoyl-Coenzyme A delta isomerase 2 [Source:MGI Symbol;Acc:MGI:1346064]","GO"
"GO:0019752","ENSMUSG00000021420","Fars2","phenylalanine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917205]","GO"
"GO:0019752","ENSMUSG00000021457","Syk","spleen tyrosine kinase [Source:MGI Symbol;Acc:MGI:99515]","GO"
"GO:0019752","ENSMUSG00000021482","Prxl2c","peroxiredoxin like 2C [Source:MGI Symbol;Acc:MGI:1913379]","GO"
"GO:0019752","ENSMUSG00000021490","Slc34a1","solute carrier family 34 (sodium phosphate), member 1 [Source:MGI Symbol;Acc:MGI:1345284]","GO"
"GO:0019752","ENSMUSG00000021577","Sdha","succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:MGI Symbol;Acc:MGI:1914195]","GO"
"GO:0019752","ENSMUSG00000021606","Ndufs6","NADH:ubiquinone oxidoreductase core subunit S6 [Source:MGI Symbol;Acc:MGI:107932]","GO"
"GO:0019752","ENSMUSG00000021620","Acot12","acyl-CoA thioesterase 12 [Source:MGI Symbol;Acc:MGI:1921406]","GO"
"GO:0019752","ENSMUSG00000021646","Mccc2","methylcrotonoyl-Coenzyme A carboxylase 2 (beta) [Source:MGI Symbol;Acc:MGI:1925288]","GO"
"GO:0019752","ENSMUSG00000021696","Elovl7","ELOVL family member 7, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:1921809]","GO"
"GO:0019752","ENSMUSG00000021707","Dhfr","dihydrofolate reductase [Source:MGI Symbol;Acc:MGI:94890]","GO"
"GO:0019752","ENSMUSG00000021748","Pdhb","pyruvate dehydrogenase (lipoamide) beta [Source:MGI Symbol;Acc:MGI:1915513]","GO"
"GO:0019752","ENSMUSG00000021751","Acox2","acyl-Coenzyme A oxidase 2, branched chain [Source:MGI Symbol;Acc:MGI:1934852]","GO"
"GO:0019752","ENSMUSG00000021786","Oxsm","3-oxoacyl-ACP synthase, mitochondrial [Source:MGI Symbol;Acc:MGI:1918397]","GO"
"GO:0019752","ENSMUSG00000021794","Glud1","glutamate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:95753]","GO"
"GO:0019752","ENSMUSG00000021831","Ero1l","ERO1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1354385]","GO"
"GO:0019752","ENSMUSG00000021884","Hacl1","2-hydroxyacyl-CoA lyase 1 [Source:MGI Symbol;Acc:MGI:1929657]","GO"
"GO:0019752","ENSMUSG00000021922","Itih4","inter alpha-trypsin inhibitor, heavy chain 4 [Source:MGI Symbol;Acc:MGI:109536]","GO"
"GO:0019752","ENSMUSG00000021947","Cryl1","crystallin, lambda 1 [Source:MGI Symbol;Acc:MGI:1915881]","GO"
"GO:0019752","ENSMUSG00000021953","Tdh","L-threonine dehydrogenase [Source:MGI Symbol;Acc:MGI:1926231]","GO"
"GO:0019752","ENSMUSG00000022040","Ephx2","epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]","GO"
"GO:0019752","ENSMUSG00000022064","Pibf1","progesterone immunomodulatory binding factor 1 [Source:MGI Symbol;Acc:MGI:1261910]","GO"
"GO:0019752","ENSMUSG00000022110","Sucla2","succinate-Coenzyme A ligase, ADP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306775]","GO"
"GO:0019752","ENSMUSG00000022129","Dct","dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:102563]","GO"
"GO:0019752","ENSMUSG00000022241","Tars","threonyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:106314]","GO"
"GO:0019752","ENSMUSG00000022244","Amacr","alpha-methylacyl-CoA racemase [Source:MGI Symbol;Acc:MGI:1098273]","GO"
"GO:0019752","ENSMUSG00000022304","Dpys","dihydropyrimidinase [Source:MGI Symbol;Acc:MGI:1928679]","GO"
"GO:0019752","ENSMUSG00000022346","Myc","myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]","GO"
"GO:0019752","ENSMUSG00000022367","Has2","hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821]","GO"
"GO:0019752","ENSMUSG00000022383","Ppara","peroxisome proliferator activated receptor alpha [Source:MGI Symbol;Acc:MGI:104740]","GO"
"GO:0019752","ENSMUSG00000022404","Slc25a17","solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17 [Source:MGI Symbol;Acc:MGI:1342248]","GO"
"GO:0019752","ENSMUSG00000022477","Aco2","aconitase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:87880]","GO"
"GO:0019752","ENSMUSG00000022546","Gpt","glutamic pyruvic transaminase, soluble [Source:MGI Symbol;Acc:MGI:95802]","GO"
"GO:0019752","ENSMUSG00000022555","Dgat1","diacylglycerol O-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333825]","GO"
"GO:0019752","ENSMUSG00000022571","Pycrl","pyrroline-5-carboxylate reductase-like [Source:MGI Symbol;Acc:MGI:1913444]","GO"
"GO:0019752","ENSMUSG00000022680","Pdxdc1","pyridoxal-dependent decarboxylase domain containing 1 [Source:MGI Symbol;Acc:MGI:1920909]","GO"
"GO:0019752","ENSMUSG00000022708","Zbtb20","zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]","GO"
"GO:0019752","ENSMUSG00000022751","Nit2","nitrilase family, member 2 [Source:MGI Symbol;Acc:MGI:1261838]","GO"
"GO:0019752","ENSMUSG00000022792","Yars2","tyrosyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917370]","GO"
"GO:0019752","ENSMUSG00000022821","Hgd","homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]","GO"
"GO:0019752","ENSMUSG00000022853","Ehhadh","enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1277964]","GO"
"GO:0019752","ENSMUSG00000022878","Adipoq","adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]","GO"
"GO:0019752","ENSMUSG00000022885","St6gal1","beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]","GO"
"GO:0019752","ENSMUSG00000022892","App","amyloid beta (A4) precursor protein [Source:MGI Symbol;Acc:MGI:88059]","GO"
"GO:0019752","ENSMUSG00000022962","Gart","phosphoribosylglycinamide formyltransferase [Source:MGI Symbol;Acc:MGI:95654]","GO"
"GO:0019752","ENSMUSG00000023019","Gpd1","glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:MGI Symbol;Acc:MGI:95679]","GO"
"GO:0019752","ENSMUSG00000023044","Csad","cysteine sulfinic acid decarboxylase [Source:MGI Symbol;Acc:MGI:2180098]","GO"
"GO:0019752","ENSMUSG00000023057","Fabp2","fatty acid binding protein 2, intestinal [Source:MGI Symbol;Acc:MGI:95478]","GO"
"GO:0019752","ENSMUSG00000023070","Rgn","regucalcin [Source:MGI Symbol;Acc:MGI:108024]","GO"
"GO:0019752","ENSMUSG00000023120","Ldc1","leucine decarboxylase 1 [Source:MGI Symbol;Acc:MGI:2685699]","GO"
"GO:0019752","ENSMUSG00000023262","Acy1","aminoacylase 1 [Source:MGI Symbol;Acc:MGI:87913]","GO"
"GO:0019752","ENSMUSG00000023456","Tpi1","triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]","GO"
"GO:0019752","ENSMUSG00000023832","Acat2","acetyl-Coenzyme A acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:87871]","GO"
"GO:0019752","ENSMUSG00000023861","Mpc1","mitochondrial pyruvate carrier 1 [Source:MGI Symbol;Acc:MGI:1915240]","GO"
"GO:0019752","ENSMUSG00000023921","Mmut","methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]","GO"
"GO:0019752","ENSMUSG00000023938","Aars2","alanyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2681839]","GO"
"GO:0019752","ENSMUSG00000023963","Cyp39a1","cytochrome P450, family 39, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1927096]","GO"
"GO:0019752","ENSMUSG00000024014","Pim1","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]","GO"
"GO:0019752","ENSMUSG00000024026","Glo1","glyoxalase 1 [Source:MGI Symbol;Acc:MGI:95742]","GO"
"GO:0019752","ENSMUSG00000024039","Cbs","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]","GO"
"GO:0019752","ENSMUSG00000024052","Lpin2","lipin 2 [Source:MGI Symbol;Acc:MGI:1891341]","GO"
"GO:0019752","ENSMUSG00000024055","Cyp4f13","cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]","GO"
"GO:0019752","ENSMUSG00000024087","Cyp1b1","cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]","GO"
"GO:0019752","ENSMUSG00000024132","Eci1","enoyl-Coenzyme A delta isomerase 1 [Source:MGI Symbol;Acc:MGI:94871]","GO"
"GO:0019752","ENSMUSG00000024150","Mcfd2","multiple coagulation factor deficiency 2 [Source:MGI Symbol;Acc:MGI:2183439]","GO"
"GO:0019752","ENSMUSG00000024158","Hagh","hydroxyacyl glutathione hydrolase [Source:MGI Symbol;Acc:MGI:95745]","GO"
"GO:0019752","ENSMUSG00000024164","C3","complement component 3 [Source:MGI Symbol;Acc:MGI:88227]","GO"
"GO:0019752","ENSMUSG00000024172","St6gal2","beta galactoside alpha 2,6 sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:2445190]","GO"
"GO:0019752","ENSMUSG00000024207","Acsbg2","acyl-CoA synthetase bubblegum family member 2 [Source:MGI Symbol;Acc:MGI:3587728]","GO"
"GO:0019752","ENSMUSG00000024292","Cyp4f14","cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]","GO"
"GO:0019752","ENSMUSG00000024378","Stard4","StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]","GO"
"GO:0019752","ENSMUSG00000024413","Npc1","NPC intracellular cholesterol transporter 1 [Source:MGI Symbol;Acc:MGI:1097712]","GO"
"GO:0019752","ENSMUSG00000024493","Lars","leucyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1913808]","GO"
"GO:0019752","ENSMUSG00000024507","Hsd17b4","hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089]","GO"
"GO:0019752","ENSMUSG00000024556","Me2","malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]","GO"
"GO:0019752","ENSMUSG00000024579","Pcyox1l","prenylcysteine oxidase 1 like [Source:MGI Symbol;Acc:MGI:3606062]","GO"
"GO:0019752","ENSMUSG00000024587","Nars","asparaginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1917473]","GO"
"GO:0019752","ENSMUSG00000024600","Slc27a6","solute carrier family 27 (fatty acid transporter), member 6 [Source:MGI Symbol;Acc:MGI:3036230]","GO"
"GO:0019752","ENSMUSG00000024610","Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated) [Source:MGI Symbol;Acc:MGI:96534]","GO"
"GO:0019752","ENSMUSG00000024640","Psat1","phosphoserine aminotransferase 1 [Source:MGI Symbol;Acc:MGI:2183441]","GO"
"GO:0019752","ENSMUSG00000024646","Cyb5a","cytochrome b5 type A (microsomal) [Source:MGI Symbol;Acc:MGI:1926952]","GO"
"GO:0019752","ENSMUSG00000024654","Asrgl1","asparaginase like 1 [Source:MGI Symbol;Acc:MGI:1913764]","GO"
"GO:0019752","ENSMUSG00000024659","Anxa1","annexin A1 [Source:MGI Symbol;Acc:MGI:96819]","GO"
"GO:0019752","ENSMUSG00000024664","Fads3","fatty acid desaturase 3 [Source:MGI Symbol;Acc:MGI:1928740]","GO"
"GO:0019752","ENSMUSG00000024665","Fads2","fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]","GO"
"GO:0019752","ENSMUSG00000024726","Carnmt1","carnosine N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1914633]","GO"
"GO:0019752","ENSMUSG00000024754","Cemip2","cell migration inducing hyaluronidase 2 [Source:MGI Symbol;Acc:MGI:1890373]","GO"
"GO:0019752","ENSMUSG00000024768","Lipf","lipase, gastric [Source:MGI Symbol;Acc:MGI:1914967]","GO"
"GO:0019752","ENSMUSG00000024781","Lipa","lysosomal acid lipase A [Source:MGI Symbol;Acc:MGI:96789]","GO"
"GO:0019752","ENSMUSG00000024827","Gldc","glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155]","GO"
"GO:0019752","ENSMUSG00000024887","Asah2","N-acylsphingosine amidohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859310]","GO"
"GO:0019752","ENSMUSG00000024892","Pcx","pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]","GO"
"GO:0019752","ENSMUSG00000024900","Cpt1a","carnitine palmitoyltransferase 1a, liver [Source:MGI Symbol;Acc:MGI:1098296]","GO"
"GO:0019752","ENSMUSG00000024903","Lao1","L-amino acid oxidase 1 [Source:MGI Symbol;Acc:MGI:2140628]","GO"
"GO:0019752","ENSMUSG00000024978","Gpam","glycerol-3-phosphate acyltransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:109162]","GO"
"GO:0019752","ENSMUSG00000024981","Acsl5","acyl-CoA synthetase long-chain family member 5 [Source:MGI Symbol;Acc:MGI:1919129]","GO"
"GO:0019752","ENSMUSG00000024987","Cyp26a1","cytochrome P450, family 26, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1096359]","GO"
"GO:0019752","ENSMUSG00000025002","Cyp2c55","cytochrome P450, family 2, subfamily c, polypeptide 55 [Source:MGI Symbol;Acc:MGI:1919332]","GO"
"GO:0019752","ENSMUSG00000025003","Cyp2c39","cytochrome P450, family 2, subfamily c, polypeptide 39 [Source:MGI Symbol;Acc:MGI:1306818]","GO"
"GO:0019752","ENSMUSG00000025004","Cyp2c40","cytochrome P450, family 2, subfamily c, polypeptide 40 [Source:MGI Symbol;Acc:MGI:1306815]","GO"
"GO:0019752","ENSMUSG00000025007","Aldh18a1","aldehyde dehydrogenase 18 family, member A1 [Source:MGI Symbol;Acc:MGI:1888908]","GO"
"GO:0019752","ENSMUSG00000025059","Gk","glycerol kinase [Source:MGI Symbol;Acc:MGI:106594]","GO"
"GO:0019752","ENSMUSG00000025068","Gsto1","glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273]","GO"
"GO:0019752","ENSMUSG00000025069","Gsto2","glutathione S-transferase omega 2 [Source:MGI Symbol;Acc:MGI:1915464]","GO"
"GO:0019752","ENSMUSG00000025130","P4hb","prolyl 4-hydroxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:97464]","GO"
"GO:0019752","ENSMUSG00000025140","Pycr1","pyrroline-5-carboxylate reductase 1 [Source:MGI Symbol;Acc:MGI:2384795]","GO"
"GO:0019752","ENSMUSG00000025153","Fasn","fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]","GO"
"GO:0019752","ENSMUSG00000025176","Hoga1","4-hydroxy-2-oxoglutarate aldolase 1 [Source:MGI Symbol;Acc:MGI:1914682]","GO"
"GO:0019752","ENSMUSG00000025190","Got1","glutamic-oxaloacetic transaminase 1, soluble [Source:MGI Symbol;Acc:MGI:95791]","GO"
"GO:0019752","ENSMUSG00000025194","Abcc2","ATP-binding cassette, sub-family C (CFTR/MRP), member 2 [Source:MGI Symbol;Acc:MGI:1352447]","GO"
"GO:0019752","ENSMUSG00000025197","Cyp2c23","cytochrome P450, family 2, subfamily c, polypeptide 23 [Source:MGI Symbol;Acc:MGI:1888897]","GO"
"GO:0019752","ENSMUSG00000025198","Erlin1","ER lipid raft associated 1 [Source:MGI Symbol;Acc:MGI:2387613]","GO"
"GO:0019752","ENSMUSG00000025202","Scd3","stearoyl-coenzyme A desaturase 3 [Source:MGI Symbol;Acc:MGI:1353437]","GO"
"GO:0019752","ENSMUSG00000025203","Scd2","stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]","GO"
"GO:0019752","ENSMUSG00000025289","Prdx4","peroxiredoxin 4 [Source:MGI Symbol;Acc:MGI:1859815]","GO"
"GO:0019752","ENSMUSG00000025330","Padi4","peptidyl arginine deiminase, type IV [Source:MGI Symbol;Acc:MGI:1338898]","GO"
"GO:0019752","ENSMUSG00000025403","Shmt2","serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1277989]","GO"
"GO:0019752","ENSMUSG00000025465","Echs1","enoyl Coenzyme A hydratase, short chain, 1, mitochondrial [Source:MGI Symbol;Acc:MGI:2136460]","GO"
"GO:0019752","ENSMUSG00000025479","Cyp2e1","cytochrome P450, family 2, subfamily e, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88607]","GO"
"GO:0019752","ENSMUSG00000025533","Asl","argininosuccinate lyase [Source:MGI Symbol;Acc:MGI:88084]","GO"
"GO:0019752","ENSMUSG00000025534","Gusb","glucuronidase, beta [Source:MGI Symbol;Acc:MGI:95872]","GO"
"GO:0019752","ENSMUSG00000025701","Alox5","arachidonate 5-lipoxygenase [Source:MGI Symbol;Acc:MGI:87999]","GO"
"GO:0019752","ENSMUSG00000025736","Jmjd8","jumonji domain containing 8 [Source:MGI Symbol;Acc:MGI:1919356]","GO"
"GO:0019752","ENSMUSG00000025745","Hadha","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit [Source:MGI Symbol;Acc:MGI:2135593]","GO"
"GO:0019752","ENSMUSG00000025747","Tyms","thymidylate synthase [Source:MGI Symbol;Acc:MGI:98878]","GO"
"GO:0019752","ENSMUSG00000025780","Itih5","inter-alpha (globulin) inhibitor H5 [Source:MGI Symbol;Acc:MGI:1925751]","GO"
"GO:0019752","ENSMUSG00000025815","Dhtkd1","dehydrogenase E1 and transketolase domain containing 1 [Source:MGI Symbol;Acc:MGI:2445096]","GO"
"GO:0019752","ENSMUSG00000025877","Hk3","hexokinase 3 [Source:MGI Symbol;Acc:MGI:2670962]","GO"
"GO:0019752","ENSMUSG00000025889","Snca","synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]","GO"
"GO:0019752","ENSMUSG00000025894","Aasdhppt","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:MGI Symbol;Acc:MGI:1914868]","GO"
"GO:0019752","ENSMUSG00000025903","Lypla1","lysophospholipase 1 [Source:MGI Symbol;Acc:MGI:1344588]","GO"
"GO:0019752","ENSMUSG00000025911","Adhfe1","alcohol dehydrogenase, iron containing, 1 [Source:MGI Symbol;Acc:MGI:1923437]","GO"
"GO:0019752","ENSMUSG00000025921","Rdh10","retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]","GO"
"GO:0019752","ENSMUSG00000025950","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]","GO"
"GO:0019752","ENSMUSG00000025963","Mdh1b","malate dehydrogenase 1B, NAD (soluble) [Source:MGI Symbol;Acc:MGI:1923918]","GO"
"GO:0019752","ENSMUSG00000025991","Cps1","carbamoyl-phosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:891996]","GO"
"GO:0019752","ENSMUSG00000026003","Acadl","acyl-Coenzyme A dehydrogenase, long-chain [Source:MGI Symbol;Acc:MGI:87866]","GO"
"GO:0019752","ENSMUSG00000026095","Asnsd1","asparagine synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1917646]","GO"
"GO:0019752","ENSMUSG00000026103","Gls","glutaminase [Source:MGI Symbol;Acc:MGI:95752]","GO"
"GO:0019752","ENSMUSG00000026170","Cyp27a1","cytochrome P450, family 27, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88594]","GO"
"GO:0019752","ENSMUSG00000026179","Pnkd","paroxysmal nonkinesiogenic dyskinesia [Source:MGI Symbol;Acc:MGI:1930773]","GO"
"GO:0019752","ENSMUSG00000026189","Pecr","peroxisomal trans-2-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:2148199]","GO"
"GO:0019752","ENSMUSG00000026192","Atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]","GO"
"GO:0019752","ENSMUSG00000026245","Farsb","phenylalanyl-tRNA synthetase, beta subunit [Source:MGI Symbol;Acc:MGI:1346035]","GO"
"GO:0019752","ENSMUSG00000026272","Agxt","alanine-glyoxylate aminotransferase [Source:MGI Symbol;Acc:MGI:1329033]","GO"
"GO:0019752","ENSMUSG00000026307","Scly","selenocysteine lyase [Source:MGI Symbol;Acc:MGI:1355310]","GO"
"GO:0019752","ENSMUSG00000026313","Hdac4","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]","GO"
"GO:0019752","ENSMUSG00000026335","Pam","peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]","GO"
"GO:0019752","ENSMUSG00000026348","Acmsd","amino carboxymuconate semialdehyde decarboxylase [Source:MGI Symbol;Acc:MGI:2386323]","GO"
"GO:0019752","ENSMUSG00000026356","Dars","aspartyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2442544]","GO"
"GO:0019752","ENSMUSG00000026385","Dbi","diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865]","GO"
"GO:0019752","ENSMUSG00000026398","Nr5a2","nuclear receptor subfamily 5, group A, member 2 [Source:MGI Symbol;Acc:MGI:1346834]","GO"
"GO:0019752","ENSMUSG00000026435","Slc45a3","solute carrier family 45, member 3 [Source:MGI Symbol;Acc:MGI:1922082]","GO"
"GO:0019752","ENSMUSG00000026457","Adipor1","adiponectin receptor 1 [Source:MGI Symbol;Acc:MGI:1919924]","GO"
"GO:0019752","ENSMUSG00000026459","Myog","myogenin [Source:MGI Symbol;Acc:MGI:97276]","GO"
"GO:0019752","ENSMUSG00000026463","Atp2b4","ATPase, Ca++ transporting, plasma membrane 4 [Source:MGI Symbol;Acc:MGI:88111]","GO"
"GO:0019752","ENSMUSG00000026473","Glul","glutamate-ammonia ligase (glutamine synthetase) [Source:MGI Symbol;Acc:MGI:95739]","GO"
"GO:0019752","ENSMUSG00000026520","Pycr2","pyrroline-5-carboxylate reductase family, member 2 [Source:MGI Symbol;Acc:MGI:1277956]","GO"
"GO:0019752","ENSMUSG00000026526","Fh1","fumarate hydratase 1 [Source:MGI Symbol;Acc:MGI:95530]","GO"
"GO:0019752","ENSMUSG00000026568","Mpc2","mitochondrial pyruvate carrier 2 [Source:MGI Symbol;Acc:MGI:1917706]","GO"
"GO:0019752","ENSMUSG00000026615","Eprs","glutamyl-prolyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:97838]","GO"
"GO:0019752","ENSMUSG00000026618","Iars2","isoleucine-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1919586]","GO"
"GO:0019752","ENSMUSG00000026623","Lpgat1","lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186]","GO"
"GO:0019752","ENSMUSG00000026645","Olah","oleoyl-ACP hydrolase [Source:MGI Symbol;Acc:MGI:2139018]","GO"
"GO:0019752","ENSMUSG00000026662","Sephs1","selenophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:1923580]","GO"
"GO:0019752","ENSMUSG00000026664","Phyh","phytanoyl-CoA hydroxylase [Source:MGI Symbol;Acc:MGI:891978]","GO"
"GO:0019752","ENSMUSG00000026688","Mgst3","microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]","GO"
"GO:0019752","ENSMUSG00000026709","Dars2","aspartyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2442510]","GO"
"GO:0019752","ENSMUSG00000026787","Gad2","glutamic acid decarboxylase 2 [Source:MGI Symbol;Acc:MGI:95634]","GO"
"GO:0019752","ENSMUSG00000026820","Ptges2","prostaglandin E synthase 2 [Source:MGI Symbol;Acc:MGI:1917592]","GO"
"GO:0019752","ENSMUSG00000026853","Crat","carnitine acetyltransferase [Source:MGI Symbol;Acc:MGI:109501]","GO"
"GO:0019752","ENSMUSG00000026866","Kynu","kynureninase [Source:MGI Symbol;Acc:MGI:1918039]","GO"
"GO:0019752","ENSMUSG00000026937","Lcn5","lipocalin 5 [Source:MGI Symbol;Acc:MGI:1277241]","GO"
"GO:0019752","ENSMUSG00000027010","Slc25a12","solute carrier family 25 (mitochondrial carrier, Aralar), member 12 [Source:MGI Symbol;Acc:MGI:1926080]","GO"
"GO:0019752","ENSMUSG00000027068","Dhrs9","dehydrogenase/reductase (SDR family) member 9 [Source:MGI Symbol;Acc:MGI:2442798]","GO"
"GO:0019752","ENSMUSG00000027072","Prg3","proteoglycan 3 [Source:MGI Symbol;Acc:MGI:1858200]","GO"
"GO:0019752","ENSMUSG00000027195","Hsd17b12","hydroxysteroid (17-beta) dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1926967]","GO"
