"initial_alias","converted_alias","name","description","namespace"
"GO:0016491","ENSMUSG00000022818","Cyp2ab1","cytochrome P450, family 2, subfamily ab, polypeptide 1 [Source:MGI Symbol;Acc:MGI:3644957]","GO"
"GO:0016491","ENSMUSG00000022820","Ndufb4","NADH:ubiquinone oxidoreductase subunit B4 [Source:MGI Symbol;Acc:MGI:1915444]","GO"
"GO:0016491","ENSMUSG00000022821","Hgd","homogentisate 1, 2-dioxygenase [Source:MGI Symbol;Acc:MGI:96078]","GO"
"GO:0016491","ENSMUSG00000022844","Pdia5","protein disulfide isomerase associated 5 [Source:MGI Symbol;Acc:MGI:1919849]","GO"
"GO:0016491","ENSMUSG00000022849","Hspbap1","Hspb associated protein 1 [Source:MGI Symbol;Acc:MGI:1913917]","GO"
"GO:0016491","ENSMUSG00000022853","Ehhadh","enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1277964]","GO"
"GO:0016491","ENSMUSG00000022947","Cbr3","carbonyl reductase 3 [Source:MGI Symbol;Acc:MGI:1309992]","GO"
"GO:0016491","ENSMUSG00000022982","Sod1","superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]","GO"
"GO:0016491","ENSMUSG00000023019","Gpd1","glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:MGI Symbol;Acc:MGI:95679]","GO"
"GO:0016491","ENSMUSG00000023089","Ndufa5","NADH:ubiquinone oxidoreductase subunit A5 [Source:MGI Symbol;Acc:MGI:1915452]","GO"
"GO:0016491","ENSMUSG00000023094","Msrb2","methionine sulfoxide reductase B2 [Source:MGI Symbol;Acc:MGI:1923717]","GO"
"GO:0016491","ENSMUSG00000023191","P3h3","prolyl 3-hydroxylase 3 [Source:MGI Symbol;Acc:MGI:1315208]","GO"
"GO:0016491","ENSMUSG00000023707","Ogfod2","2-oxoglutarate and iron-dependent oxygenase domain containing 2 [Source:MGI Symbol;Acc:MGI:1913877]","GO"
"GO:0016491","ENSMUSG00000023802","Nox3","NADPH oxidase 3 [Source:MGI Symbol;Acc:MGI:2681162]","GO"
"GO:0016491","ENSMUSG00000023963","Cyp39a1","cytochrome P450, family 39, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1927096]","GO"
"GO:0016491","ENSMUSG00000024039","Cbs","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]","GO"
"GO:0016491","ENSMUSG00000024055","Cyp4f13","cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]","GO"
"GO:0016491","ENSMUSG00000024066","Xdh","xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]","GO"
"GO:0016491","ENSMUSG00000024087","Cyp1b1","cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]","GO"
"GO:0016491","ENSMUSG00000024099","Ndufv2","NADH:ubiquinone oxidoreductase core subunit V2 [Source:MGI Symbol;Acc:MGI:1920150]","GO"
"GO:0016491","ENSMUSG00000024184","Pdia2","protein disulfide isomerase associated 2 [Source:MGI Symbol;Acc:MGI:1916441]","GO"
"GO:0016491","ENSMUSG00000024201","Kdm4b","lysine (K)-specific demethylase 4B [Source:MGI Symbol;Acc:MGI:2442355]","GO"
"GO:0016491","ENSMUSG00000024248","Cox7a2l","cytochrome c oxidase subunit 7A2 like [Source:MGI Symbol;Acc:MGI:106015]","GO"
"GO:0016491","ENSMUSG00000024292","Cyp4f14","cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]","GO"
"GO:0016491","ENSMUSG00000024349","Tmem173","transmembrane protein 173 [Source:MGI Symbol;Acc:MGI:1919762]","GO"
"GO:0016491","ENSMUSG00000024365","Cyp21a1","cytochrome P450, family 21, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88591]","GO"
"GO:0016491","ENSMUSG00000024507","Hsd17b4","hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089]","GO"
"GO:0016491","ENSMUSG00000024510","Ftmt","ferritin mitochondrial [Source:MGI Symbol;Acc:MGI:1914884]","GO"
"GO:0016491","ENSMUSG00000024529","Lox","lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817]","GO"
"GO:0016491","ENSMUSG00000024556","Me2","malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:MGI Symbol;Acc:MGI:2147351]","GO"
"GO:0016491","ENSMUSG00000024579","Pcyox1l","prenylcysteine oxidase 1 like [Source:MGI Symbol;Acc:MGI:3606062]","GO"
"GO:0016491","ENSMUSG00000024583","Txnl1","thioredoxin-like 1 [Source:MGI Symbol;Acc:MGI:1860078]","GO"
"GO:0016491","ENSMUSG00000024614","Tmx3","thioredoxin-related transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2442418]","GO"
"GO:0016491","ENSMUSG00000024646","Cyb5a","cytochrome b5 type A (microsomal) [Source:MGI Symbol;Acc:MGI:1926952]","GO"
"GO:0016491","ENSMUSG00000024661","Fth1","ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588]","GO"
"GO:0016491","ENSMUSG00000024664","Fads3","fatty acid desaturase 3 [Source:MGI Symbol;Acc:MGI:1928740]","GO"
"GO:0016491","ENSMUSG00000024665","Fads2","fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079]","GO"
"GO:0016491","ENSMUSG00000024747","Aldh1a7","aldehyde dehydrogenase family 1, subfamily A7 [Source:MGI Symbol;Acc:MGI:1347050]","GO"
"GO:0016491","ENSMUSG00000024768","Lipf","lipase, gastric [Source:MGI Symbol;Acc:MGI:1914967]","GO"
"GO:0016491","ENSMUSG00000024799","Tm7sf2","transmembrane 7 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1920416]","GO"
"GO:0016491","ENSMUSG00000024827","Gldc","glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155]","GO"
"GO:0016491","ENSMUSG00000024885","Aldh3b1","aldehyde dehydrogenase 3 family, member B1 [Source:MGI Symbol;Acc:MGI:1914939]","GO"
"GO:0016491","ENSMUSG00000024903","Lao1","L-amino acid oxidase 1 [Source:MGI Symbol;Acc:MGI:2140628]","GO"
"GO:0016491","ENSMUSG00000024953","Prdx5","peroxiredoxin 5 [Source:MGI Symbol;Acc:MGI:1859821]","GO"
"GO:0016491","ENSMUSG00000024987","Cyp26a1","cytochrome P450, family 26, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1096359]","GO"
"GO:0016491","ENSMUSG00000024997","Prdx3","peroxiredoxin 3 [Source:MGI Symbol;Acc:MGI:88034]","GO"
"GO:0016491","ENSMUSG00000025002","Cyp2c55","cytochrome P450, family 2, subfamily c, polypeptide 55 [Source:MGI Symbol;Acc:MGI:1919332]","GO"
"GO:0016491","ENSMUSG00000025003","Cyp2c39","cytochrome P450, family 2, subfamily c, polypeptide 39 [Source:MGI Symbol;Acc:MGI:1306818]","GO"
"GO:0016491","ENSMUSG00000025004","Cyp2c40","cytochrome P450, family 2, subfamily c, polypeptide 40 [Source:MGI Symbol;Acc:MGI:1306815]","GO"
"GO:0016491","ENSMUSG00000025007","Aldh18a1","aldehyde dehydrogenase 18 family, member A1 [Source:MGI Symbol;Acc:MGI:1888908]","GO"
"GO:0016491","ENSMUSG00000025037","Maoa","monoamine oxidase A [Source:MGI Symbol;Acc:MGI:96915]","GO"
"GO:0016491","ENSMUSG00000025068","Gsto1","glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273]","GO"
"GO:0016491","ENSMUSG00000025069","Gsto2","glutathione S-transferase omega 2 [Source:MGI Symbol;Acc:MGI:1915464]","GO"
"GO:0016491","ENSMUSG00000025130","P4hb","prolyl 4-hydroxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:97464]","GO"
"GO:0016491","ENSMUSG00000025140","Pycr1","pyrroline-5-carboxylate reductase 1 [Source:MGI Symbol;Acc:MGI:2384795]","GO"
"GO:0016491","ENSMUSG00000025150","Cbr2","carbonyl reductase 2 [Source:MGI Symbol;Acc:MGI:107200]","GO"
"GO:0016491","ENSMUSG00000025153","Fasn","fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]","GO"
"GO:0016491","ENSMUSG00000025155","Dus1l","dihydrouridine synthase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915980]","GO"
"GO:0016491","ENSMUSG00000025169","Ogfod3","2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol;Acc:MGI:1913429]","GO"
"GO:0016491","ENSMUSG00000025185","Loxl4","lysyl oxidase-like 4 [Source:MGI Symbol;Acc:MGI:1914823]","GO"
"GO:0016491","ENSMUSG00000025197","Cyp2c23","cytochrome P450, family 2, subfamily c, polypeptide 23 [Source:MGI Symbol;Acc:MGI:1888897]","GO"
"GO:0016491","ENSMUSG00000025202","Scd3","stearoyl-coenzyme A desaturase 3 [Source:MGI Symbol;Acc:MGI:1353437]","GO"
"GO:0016491","ENSMUSG00000025203","Scd2","stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]","GO"
"GO:0016491","ENSMUSG00000025204","Ndufb8","NADH:ubiquinone oxidoreductase subunit B8 [Source:MGI Symbol;Acc:MGI:1914514]","GO"
"GO:0016491","ENSMUSG00000025260","Hsd17b10","hydroxysteroid (17-beta) dehydrogenase 10 [Source:MGI Symbol;Acc:MGI:1333871]","GO"
"GO:0016491","ENSMUSG00000025289","Prdx4","peroxiredoxin 4 [Source:MGI Symbol;Acc:MGI:1859815]","GO"
"GO:0016491","ENSMUSG00000025332","Kdm5c","lysine (K)-specific demethylase 5C [Source:MGI Symbol;Acc:MGI:99781]","GO"
"GO:0016491","ENSMUSG00000025350","Rdh5","retinol dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:1201412]","GO"
"GO:0016491","ENSMUSG00000025396","Hsd17b6","hydroxysteroid (17-beta) dehydrogenase 6 [Source:MGI Symbol;Acc:MGI:1351670]","GO"
"GO:0016491","ENSMUSG00000025453","Nnt","nicotinamide nucleotide transhydrogenase [Source:MGI Symbol;Acc:MGI:109279]","GO"
"GO:0016491","ENSMUSG00000025464","Paox","polyamine oxidase (exo-N4-amino) [Source:MGI Symbol;Acc:MGI:1916983]","GO"
"GO:0016491","ENSMUSG00000025479","Cyp2e1","cytochrome P450, family 2, subfamily e, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88607]","GO"
"GO:0016491","ENSMUSG00000025488","Cox8b","cytochrome c oxidase subunit 8B [Source:MGI Symbol;Acc:MGI:105958]","GO"
"GO:0016491","ENSMUSG00000025701","Alox5","arachidonate 5-lipoxygenase [Source:MGI Symbol;Acc:MGI:87999]","GO"
"GO:0016491","ENSMUSG00000025745","Hadha","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit [Source:MGI Symbol;Acc:MGI:2135593]","GO"
"GO:0016491","ENSMUSG00000025815","Dhtkd1","dehydrogenase E1 and transketolase domain containing 1 [Source:MGI Symbol;Acc:MGI:2445096]","GO"
"GO:0016491","ENSMUSG00000025871","4833439L19Rik","RIKEN cDNA 4833439L19 gene [Source:MGI Symbol;Acc:MGI:1921162]","GO"
"GO:0016491","ENSMUSG00000025889","Snca","synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]","GO"
"GO:0016491","ENSMUSG00000025899","Alkbh8","alkB homolog 8, tRNA methyltransferase [Source:MGI Symbol;Acc:MGI:1914917]","GO"
"GO:0016491","ENSMUSG00000025900","Rp1","retinitis pigmentosa 1 (human) [Source:MGI Symbol;Acc:MGI:1341105]","GO"
"GO:0016491","ENSMUSG00000025911","Adhfe1","alcohol dehydrogenase, iron containing, 1 [Source:MGI Symbol;Acc:MGI:1923437]","GO"
"GO:0016491","ENSMUSG00000025921","Rdh10","retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]","GO"
"GO:0016491","ENSMUSG00000025950","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]","GO"
"GO:0016491","ENSMUSG00000025955","Akr1cl","aldo-keto reductase family 1, member C-like [Source:MGI Symbol;Acc:MGI:1918111]","GO"
"GO:0016491","ENSMUSG00000025963","Mdh1b","malate dehydrogenase 1B, NAD (soluble) [Source:MGI Symbol;Acc:MGI:1923918]","GO"
"GO:0016491","ENSMUSG00000025968","Ndufs1","NADH:ubiquinone oxidoreductase core subunit S1 [Source:MGI Symbol;Acc:MGI:2443241]","GO"
"GO:0016491","ENSMUSG00000026003","Acadl","acyl-Coenzyme A dehydrogenase, long-chain [Source:MGI Symbol;Acc:MGI:87866]","GO"
"GO:0016491","ENSMUSG00000026154","Sdhaf4","succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]","GO"
"GO:0016491","ENSMUSG00000026170","Cyp27a1","cytochrome P450, family 27, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88594]","GO"
"GO:0016491","ENSMUSG00000026189","Pecr","peroxisomal trans-2-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:2148199]","GO"
"GO:0016491","ENSMUSG00000026260","Ndufa10","NADH:ubiquinone oxidoreductase subunit A10 [Source:MGI Symbol;Acc:MGI:1914523]","GO"
"GO:0016491","ENSMUSG00000026335","Pam","peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]","GO"
"GO:0016491","ENSMUSG00000026456","Cyb5r1","cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267]","GO"
"GO:0016491","ENSMUSG00000026480","Ncf2","neutrophil cytosolic factor 2 [Source:MGI Symbol;Acc:MGI:97284]","GO"
"GO:0016491","ENSMUSG00000026520","Pycr2","pyrroline-5-carboxylate reductase family, member 2 [Source:MGI Symbol;Acc:MGI:1277956]","GO"
"GO:0016491","ENSMUSG00000026560","Fmo9","flavin containing monooxygenase 9 [Source:MGI Symbol;Acc:MGI:3606068]","GO"
"GO:0016491","ENSMUSG00000026621","Marc1","mitochondrial amidoxime reducing component 1 [Source:MGI Symbol;Acc:MGI:1913362]","GO"
"GO:0016491","ENSMUSG00000026664","Phyh","phytanoyl-CoA hydroxylase [Source:MGI Symbol;Acc:MGI:891978]","GO"
"GO:0016491","ENSMUSG00000026675","Hsd17b7","hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808]","GO"
"GO:0016491","ENSMUSG00000026687","Aldh9a1","aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]","GO"
"GO:0016491","ENSMUSG00000026688","Mgst3","microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]","GO"
"GO:0016491","ENSMUSG00000026691","Fmo3","flavin containing monooxygenase 3 [Source:MGI Symbol;Acc:MGI:1100496]","GO"
"GO:0016491","ENSMUSG00000026692","Fmo4","flavin containing monooxygenase 4 [Source:MGI Symbol;Acc:MGI:2429497]","GO"
"GO:0016491","ENSMUSG00000026701","Prdx6","peroxiredoxin 6 [Source:MGI Symbol;Acc:MGI:894320]","GO"
"GO:0016491","ENSMUSG00000026820","Ptges2","prostaglandin E synthase 2 [Source:MGI Symbol;Acc:MGI:1917592]","GO"
"GO:0016491","ENSMUSG00000026827","Gpd2","glycerol phosphate dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99778]","GO"
"GO:0016491","ENSMUSG00000027006","Dnajc10","DnaJ heat shock protein family (Hsp40) member C10 [Source:MGI Symbol;Acc:MGI:1914111]","GO"
"GO:0016491","ENSMUSG00000027015","Cybrd1","cytochrome b reductase 1 [Source:MGI Symbol;Acc:MGI:2654575]","GO"
"GO:0016491","ENSMUSG00000027068","Dhrs9","dehydrogenase/reductase (SDR family) member 9 [Source:MGI Symbol;Acc:MGI:2442798]","GO"
"GO:0016491","ENSMUSG00000027187","Cat","catalase [Source:MGI Symbol;Acc:MGI:88271]","GO"
"GO:0016491","ENSMUSG00000027195","Hsd17b12","hydroxysteroid (17-beta) dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1926967]","GO"
"GO:0016491","ENSMUSG00000027227","Sord","sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266]","GO"
"GO:0016491","ENSMUSG00000027248","Pdia3","protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834]","GO"
"GO:0016491","ENSMUSG00000027261","Hao1","hydroxyacid oxidase 1, liver [Source:MGI Symbol;Acc:MGI:96011]","GO"
"GO:0016491","ENSMUSG00000027332","Ivd","isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1929242]","GO"
"GO:0016491","ENSMUSG00000027333","Smox","spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356]","GO"
"GO:0016491","ENSMUSG00000027358","Bmp2","bone morphogenetic protein 2 [Source:MGI Symbol;Acc:MGI:88177]","GO"
"GO:0016491","ENSMUSG00000027380","Acoxl","acyl-Coenzyme A oxidase-like [Source:MGI Symbol;Acc:MGI:1921371]","GO"
"GO:0016491","ENSMUSG00000027384","Ndufaf5","NADH:ubiquinone oxidoreductase complex assembly factor 5 [Source:MGI Symbol;Acc:MGI:1916737]","GO"
"GO:0016491","ENSMUSG00000027406","Idh3b","isocitrate dehydrogenase 3 (NAD+) beta [Source:MGI Symbol;Acc:MGI:2158650]","GO"
"GO:0016491","ENSMUSG00000027710","Acad9","acyl-Coenzyme A dehydrogenase family, member 9 [Source:MGI Symbol;Acc:MGI:1914272]","GO"
"GO:0016491","ENSMUSG00000027809","Etfdh","electron transferring flavoprotein, dehydrogenase [Source:MGI Symbol;Acc:MGI:106100]","GO"
"GO:0016491","ENSMUSG00000027827","Kcnab1","potassium voltage-gated channel, shaker-related subfamily, beta member 1 [Source:MGI Symbol;Acc:MGI:109155]","GO"
"GO:0016491","ENSMUSG00000027869","Hsd3b6","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6 [Source:MGI Symbol;Acc:MGI:109598]","GO"
"GO:0016491","ENSMUSG00000027870","Hao2","hydroxyacid oxidase 2 [Source:MGI Symbol;Acc:MGI:96012]","GO"
"GO:0016491","ENSMUSG00000027871","Hsd3b1","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 [Source:MGI Symbol;Acc:MGI:96233]","GO"
"GO:0016491","ENSMUSG00000027962","Vcam1","vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]","GO"
"GO:0016491","ENSMUSG00000027983","Cyp2u1","cytochrome P450, family 2, subfamily u, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1918769]","GO"
"GO:0016491","ENSMUSG00000027984","Hadh","hydroxyacyl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:96009]","GO"
"GO:0016491","ENSMUSG00000028011","Tdo2","tryptophan 2,3-dioxygenase [Source:MGI Symbol;Acc:MGI:1928486]","GO"
"GO:0016491","ENSMUSG00000028088","Fmo5","flavin containing monooxygenase 5 [Source:MGI Symbol;Acc:MGI:1310004]","GO"
"GO:0016491","ENSMUSG00000028138","Adh5","alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MGI Symbol;Acc:MGI:87929]","GO"
"GO:0016491","ENSMUSG00000028167","Bdh2","3-hydroxybutyrate dehydrogenase, type 2 [Source:MGI Symbol;Acc:MGI:1917022]","GO"
"GO:0016491","ENSMUSG00000028174","Rpe65","retinal pigment epithelium 65 [Source:MGI Symbol;Acc:MGI:98001]","GO"
"GO:0016491","ENSMUSG00000028186","Uox","urate oxidase [Source:MGI Symbol;Acc:MGI:98907]","GO"
"GO:0016491","ENSMUSG00000028199","Cryz","crystallin, zeta [Source:MGI Symbol;Acc:MGI:88527]","GO"
"GO:0016491","ENSMUSG00000028207","Asph","aspartate-beta-hydroxylase [Source:MGI Symbol;Acc:MGI:1914186]","GO"
"GO:0016491","ENSMUSG00000028223","Decr1","2,4-dienoyl CoA reductase 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1914710]","GO"
"GO:0016491","ENSMUSG00000028236","Sdr16c5","short chain dehydrogenase/reductase family 16C, member 5 [Source:MGI Symbol;Acc:MGI:2668443]","GO"
"GO:0016491","ENSMUSG00000028240","Cyp7a1","cytochrome P450, family 7, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:106091]","GO"
"GO:0016491","ENSMUSG00000028367","Txn1","thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]","GO"
"GO:0016491","ENSMUSG00000028378","Ptgr1","prostaglandin reductase 1 [Source:MGI Symbol;Acc:MGI:1914353]","GO"
"GO:0016491","ENSMUSG00000028383","Hsdl2","hydroxysteroid dehydrogenase like 2 [Source:MGI Symbol;Acc:MGI:1919729]","GO"
"GO:0016491","ENSMUSG00000028397","Kdm4c","lysine (K)-specific demethylase 4C [Source:MGI Symbol;Acc:MGI:1924054]","GO"
"GO:0016491","ENSMUSG00000028567","Txndc12","thioredoxin domain containing 12 (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1913323]","GO"
"GO:0016491","ENSMUSG00000028571","Cyp2j13","cytochrome P450, family 2, subfamily j, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2385197]","GO"
"GO:0016491","ENSMUSG00000028597","Gpx7","glutathione peroxidase 7 [Source:MGI Symbol;Acc:MGI:1914555]","GO"
"GO:0016491","ENSMUSG00000028621","Cyb5rl","cytochrome b5 reductase-like [Source:MGI Symbol;Acc:MGI:1919657]","GO"
"GO:0016491","ENSMUSG00000028641","P3h1","prolyl 3-hydroxylase 1 [Source:MGI Symbol;Acc:MGI:1888921]","GO"
"GO:0016491","ENSMUSG00000028690","Mmachc","methylmalonic aciduria cblC type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1914346]","GO"
"GO:0016491","ENSMUSG00000028691","Prdx1","peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523]","GO"
"GO:0016491","ENSMUSG00000028692","Akr1a1","aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]","GO"
"GO:0016491","ENSMUSG00000028712","Cyp4a31","cytochrome P450, family 4, subfamily a, polypeptide 31 [Source:MGI Symbol;Acc:MGI:3028580]","GO"
"GO:0016491","ENSMUSG00000028713","Cyp4b1","cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]","GO"
"GO:0016491","ENSMUSG00000028715","Cyp4a14","cytochrome P450, family 4, subfamily a, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1096550]","GO"
"GO:0016491","ENSMUSG00000028737","Aldh4a1","aldehyde dehydrogenase 4 family, member A1 [Source:MGI Symbol;Acc:MGI:2443883]","GO"
"GO:0016491","ENSMUSG00000028743","Akr7a5","aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase) [Source:MGI Symbol;Acc:MGI:107796]","GO"
"GO:0016491","ENSMUSG00000028843","Sh3bgrl3","SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]","GO"
"GO:0016491","ENSMUSG00000028893","Sesn2","sestrin 2 [Source:MGI Symbol;Acc:MGI:2651874]","GO"
"GO:0016491","ENSMUSG00000028910","Mecr","mitochondrial trans-2-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:1349441]","GO"
"GO:0016491","ENSMUSG00000028931","Kcnab2","potassium voltage-gated channel, shaker-related subfamily, beta member 2 [Source:MGI Symbol;Acc:MGI:109239]","GO"
"GO:0016491","ENSMUSG00000028961","Pgd","phosphogluconate dehydrogenase [Source:MGI Symbol;Acc:MGI:97553]","GO"
"GO:0016491","ENSMUSG00000028964","Park7","Parkinson disease (autosomal recessive, early onset) 7 [Source:MGI Symbol;Acc:MGI:2135637]","GO"
"GO:0016491","ENSMUSG00000028978","Nos3","nitric oxide synthase 3, endothelial cell [Source:MGI Symbol;Acc:MGI:97362]","GO"
"GO:0016491","ENSMUSG00000028980","H6pd","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:MGI Symbol;Acc:MGI:2140356]","GO"
"GO:0016491","ENSMUSG00000029009","Mthfr","methylenetetrahydrofolate reductase [Source:MGI Symbol;Acc:MGI:106639]","GO"
"GO:0016491","ENSMUSG00000029059","Prxl2b","peroxiredoxin like 2B [Source:MGI Symbol;Acc:MGI:1913719]","GO"
"GO:0016491","ENSMUSG00000029098","Acox3","acyl-Coenzyme A oxidase 3, pristanoyl [Source:MGI Symbol;Acc:MGI:1933156]","GO"
"GO:0016491","ENSMUSG00000029201","Ugdh","UDP-glucose dehydrogenase [Source:MGI Symbol;Acc:MGI:1306785]","GO"
"GO:0016491","ENSMUSG00000029233","Srd5a3","steroid 5 alpha-reductase 3 [Source:MGI Symbol;Acc:MGI:1930252]","GO"
"GO:0016491","ENSMUSG00000029311","Hsd17b11","hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821]","GO"
"GO:0016491","ENSMUSG00000029348","Asphd2","aspartate beta-hydroxylase domain containing 2 [Source:MGI Symbol;Acc:MGI:1920148]","GO"
"GO:0016491","ENSMUSG00000029361","Nos1","nitric oxide synthase 1, neuronal [Source:MGI Symbol;Acc:MGI:97360]","GO"
"GO:0016491","ENSMUSG00000029376","Mthfd2l","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like [Source:MGI Symbol;Acc:MGI:1915871]","GO"
"GO:0016491","ENSMUSG00000029445","Hpd","4-hydroxyphenylpyruvic acid dioxygenase [Source:MGI Symbol;Acc:MGI:96213]","GO"
"GO:0016491","ENSMUSG00000029455","Aldh2","aldehyde dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99600]","GO"
"GO:0016491","ENSMUSG00000029456","Acad10","acyl-Coenzyme A dehydrogenase family, member 10 [Source:MGI Symbol;Acc:MGI:1919235]","GO"
"GO:0016491","ENSMUSG00000029475","Kdm2b","lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]","GO"
"GO:0016491","ENSMUSG00000029541","Cyp2w1","cytochrome P450, family 2, subfamily w, polypeptide 1 [Source:MGI Symbol;Acc:MGI:3616076]","GO"
"GO:0016491","ENSMUSG00000029545","Acads","acyl-Coenzyme A dehydrogenase, short chain [Source:MGI Symbol;Acc:MGI:87868]","GO"
"GO:0016491","ENSMUSG00000029630","Cyp3a25","cytochrome P450, family 3, subfamily a, polypeptide 25 [Source:MGI Symbol;Acc:MGI:1930638]","GO"
"GO:0016491","ENSMUSG00000029632","Ndufa4","Ndufa4, mitochondrial complex associated [Source:MGI Symbol;Acc:MGI:107686]","GO"
"GO:0016491","ENSMUSG00000029695","Aass","aminoadipate-semialdehyde synthase [Source:MGI Symbol;Acc:MGI:1353573]","GO"
"GO:0016491","ENSMUSG00000029727","Cyp3a13","cytochrome P450, family 3, subfamily a, polypeptide 13 [Source:MGI Symbol;Acc:MGI:88610]","GO"
"GO:0016491","ENSMUSG00000029762","Akr1b8","aldo-keto reductase family 1, member B8 [Source:MGI Symbol;Acc:MGI:107673]","GO"
"GO:0016491","ENSMUSG00000029776","Hibadh","3-hydroxyisobutyrate dehydrogenase [Source:MGI Symbol;Acc:MGI:1889802]","GO"
"GO:0016491","ENSMUSG00000029811","Aoc1","amine oxidase, copper-containing 1 [Source:MGI Symbol;Acc:MGI:1923757]","GO"
"GO:0016491","ENSMUSG00000029813","Doxl1","diamine oxidase-like protein 1 [Source:MGI Symbol;Acc:MGI:1917011]","GO"
